시설명,카테고리1,카테고리2,카테고리3,시도 명칭,시군구 명칭,법정읍면동명칭,리 명칭,번지,도로명 이름,건물 번호,위도,경도,우편번호,도로명주소,지번주소,전화번호,홈페이지,휴무일,운영시간,주차 가능여부,입장(이용료)가격 정보,반려동물 동반 가능정보,반려동물 전용 정보,입장 가능 동물 크기,반려동물 제한사항,장소(실내) 여부,장소(실외)여부,기본 정보_장소설명,애견 동반 추가 요금,최종작성일
지사울공원,반려동물업,반려동반여행,여행지,전라북도,완주군,이서면,용서리,777-1 번지,반교로,107-16 번,35.82892791,127.022627,55365.0,전라북도 완주군 이서면 반교로 107-16,전라북도 완주군 이서면 용서리 777-1,063-290-3812,정보없음,연중무휴,매일 00:00~24:00,Y,없음,Y,해당없음,모두 가능,"목줄, 배변봉투",N,Y,공원,없음,2022-11-30
지산샛강생태공원,반려동물업,반려동반여행,여행지,경상북도,구미시,지산동,,845-85 번지,,,36.1328383,128.354094,39193.0,,경상북도 구미시 지산동 845-85,054-480-7472,정보없음,연중무휴,매일 00:00~24:00,Y,없음,Y,해당없음,모두 가능,"목줄, 배변봉투",N,Y,공원,없음,2022-11-30
지산체육공원,반려동물업,반려동반여행,여행지,충청남도,아산시,배방읍,장재리,1343 번지,공원로,97-20 번,36.79191227,127.097392,31467.0,충청남도 아산시 배방읍 공원로 97-20,충청남도 아산시 배방읍 장재리 1343,041-536-8759,정보없음,연중무휴,매일 00:00~24:00,N,없음,Y,해당없음,모두 가능,"목줄, 배변봉투",N,Y,공원,없음,2022-11-30
직동근린공원,반려동물업,반려동반여행,여행지,경기도,의정부시,의정부동,,348 번지,호국로1162번길,73 번,37.74035799,127.032619,11622.0,경기도 의정부시 호국로1162번길 73,경기도 의정부시 의정부동 348,031-828-4644,https://www.ui4u.go.kr/depart/parkInfo/view.do?mId=0502020000&idx=1594,연중무휴,매일 00:00~24:00,Y,없음,Y,해당없음,모두 가능,목줄,N,Y,공원,없음,2022-11-30
진도 남도진성,반려동물업,반려동반여행,여행지,전라남도,진도군,임회면,남동리,163-5 번지,진도대로,4554 번,34.36380311,126.169024,58945.0,전라남도 진도군 임회면 진도대로 4554,전라남도 진도군 임회면 남동리 163-5,061-540-3428,정보없음,연중무휴,매일 00:00~24:00,Y,없음,Y,해당없음,소형/중형,"목줄, 배변봉투",N,Y,관광지,없음,2022-11-30
진도 브라운돔하우스,반려동물업,반려동반여행,펜션,전라남도,진도군,임회면,사령리,472 번지,폐동길,81 번,34.41886569,126.205888,58941.0,전라남도 진도군 임회면 폐동길 81,전라남도 진도군 임회면 사령리 472,,정보없음,연중무휴,매일 15:00~11:00,Y,변동,Y,해당없음,모두 가능,객실당 최대 3마리,Y,Y,애견 동반 펜션,"20,000원",2022-11-30
진안꽃잔디동산,반려동물업,반려동반여행,여행지,전라북도,진안군,진안읍,연장리,216-1 번지,전진로,3071-31 번,35.78033826,127.396592,55425.0,전라북도 진안군 진안읍 전진로 3071-31,전라북도 진안군 진안읍 연장리 216-1,070-8860-3861,http://www.mossphlox.co.kr/main#,연중무휴,매일 09:00~18:00,Y,5000원,Y,해당없음,모두 가능,"목줄, 배변봉투",N,Y,관광지,없음,2022-11-30
진잠근린공원,반려동물업,반려동반여행,여행지,대전광역시,유성구,원내동,,358 번지,계백로,835 번,36.29461195,127.320607,34232.0,대전광역시 유성구 계백로 835,대전광역시 유성구 원내동 358,,정보없음,연중무휴,매일 00:00~24:00,Y,없음,Y,해당없음,모두 가능,목줄,N,Y,공원,없음,2022-11-30
진재공원,반려동물업,반려동반여행,여행지,충청북도,청주시 흥덕구,복대동,,3025 번지,진재로48번길,17 번,36.63561848,127.4307,28420.0,충청북도 청주시 흥덕구 진재로48번길 17,충청북도 청주시 흥덕구 복대동 3025,043-200-2815,정보없음,연중무휴,매일 00:00~24:00,Y,없음,Y,해당없음,모두 가능,"목줄, 배변봉투",N,Y,공원,없음,2022-11-30
진주휴게소 반려견놀이터,반려동물업,반려동반여행,여행지,경상남도,진주시,호탄동,,382 번지,남해고속도로,194 번,35.15969568,128.121988,52825.0,경상남도 진주시 남해고속도로 194,경상남도 진주시 호탄동 382,055-759-3205,정보없음,연중무휴,매일 00:00~24:00,Y,없음,Y,해당없음,모두 가능,"목줄, 배변봉투",N,Y,관광지,없음,2022-11-30
진천농다리,반려동물업,반려동반여행,여행지,충청북도,진천군,,화산리,,,,36.82016879,127.512129,27859.0,,충청북도 진천군 초평면 화산리,043-539-3624,http://www.cha.go.kr,연중무휴,매일 00:00~24:00,Y,없음,Y,해당없음,모두 가능,"목줄, 배변봉투",N,Y,관광지,없음,2022-11-30
진포시비공원,반려동물업,반려동반여행,여행지,전라북도,군산시,내흥동,,894-8 번지,,,36.0057289,126.755383,54042.0,,전라북도 군산시 내흥동 894-8,063-450-4472,정보없음,연중무휴,매일 00:00~24:00,N,없음,Y,해당없음,모두 가능,목줄,N,Y,공원,없음,2022-11-30
진해드림파크,반려동물업,반려동반여행,여행지,경상남도,창원시 진해구,장천동,,1-2 번지,,,35.13303095,128.717486,51631.0,,경상남도 창원시 진해구 장천동 산 1-2,055-548-2694,https://www.changwon.go.kr/depart/contents.do?mId=0303010100,매주 월요일,화~일 09:00~17:00,Y,없음,Y,해당없음,모두 가능,목줄,N,Y,관광지,없음,2022-11-30
짚트랙,반려동물업,반려동반여행,여행지,충청남도,보령시,신흑동,,2209-3 번지,해수욕장10길,79 번,36.32083782,126.50609,33489.0,충청남도 보령시 해수욕장10길 79,충청남도 보령시 신흑동 2209-3,041-934-3003,http://www.ziptrek.co.kr/,연중무휴,"매일 비수기 09:00~18:00, 성수기 09:00~19:30",Y,18000원,Y,해당없음,소형,"목줄, 안기",N,Y,관광지,없음,2022-11-30
짱뚱어해수욕장,반려동물업,반려동반여행,여행지,전라남도,신안군,증도면,대초리,1609-4 번지,문준경길,478-30 번,34.99041679,126.134954,58808.0,전라남도 신안군 증도면 문준경길 478-30,전라남도 신안군 증도면 대초리 1609-4,061-240-3522,정보없음,연중무휴,매일 00:00~24:00,Y,없음,Y,해당없음,모두 가능,"목줄, 배변봉투",N,Y,관광지,없음,2022-11-30
차이나타운,반려동물업,반려동반여행,여행지,인천광역시,중구,선린동,,20 번지,차이나타운로59번길,12 번,37.47400896,126.61868,22314.0,인천광역시 중구 차이나타운로59번길 12,인천광역시 중구 선린동 20,033-777-1330,http://ic-chinatown.co.kr/,연중무휴,매일 00:00~24:00,Y,없음,Y,해당없음,소형/중형,"목줄, 배변봉투",N,Y,관광지,없음,2022-11-30
찬스귤체험농장,반려동물업,반려동반여행,여행지,제주특별자치도,서귀포시,남원읍,남원리,2280-2 번지,남위남성로93번길,74 번,33.28154699,126.700619,63619.0,제주특별자치도 서귀포시 남원읍 남위남성로93번길 74,제주특별자치도 서귀포시 남원읍 남원리 2280-2,064-764-0008,정보없음,2~10월,매일 09:30~16:00,Y,없음,Y,해당없음,모두 가능,"목줄, 배변봉투",N,Y,관광지,없음,2022-11-30
참맑은아침펜션,반려동물업,반려동반여행,펜션,경상북도,경주시,하동,,748-2 번지,하동1길,32-1 번,35.79534352,129.310352,38126.0,경상북도 경주시 하동1길 32-1,경상북도 경주시 하동 748-2,050-5356-9553,정보없음,연중무휴,매일 15:00~11:00,Y,변동,Y,해당없음,모두 가능,제한사항 없음,Y,Y,"애견 동반 펜션, 사전문의 필수","20,000원",2022-11-30
참샘허브나라,반려동물업,반려동반여행,여행지,경상남도,밀양시,초동면,봉황리,157-1 번지,방동길,133-10 번,35.45196986,128.70563,50447.0,경상남도 밀양시 초동면 방동길 133-10,경상남도 밀양시 초동면 봉황리 157-1,0507-1404-3825,https://chamsam.modoo.at/,연중무휴,매일 09:00~18:00,Y,3000원,Y,해당없음,모두 가능,목줄,N,Y,"관광지, 악천후 시 휴장",없음,2022-11-30
창원편백치유의숲,반려동물업,반려동반여행,여행지,경상남도,창원시 진해구,태백동,,52-103 번지,장복산길,47 번,35.17214813,128.658721,51578.0,경상남도 창원시 진해구 장복산길 47,경상남도 창원시 진해구 태백동 산 52-103,055-225-4241,정보없음,"1월1일, 설, 추석 연휴 당일, 매주 월요일",화~일 09:00~18:00,Y,없음,Y,해당없음,모두 가능,"목줄, 배변봉투",N,Y,관광지,없음,2022-11-30
창포말등대,반려동물업,반려동반여행,여행지,경상북도,영덕군,영덕읍,창포리,5-5 번지,,,36.42510998,129.434617,,,경상북도 영덕군 영덕읍 창포리 산 5-5,054-245-1552,https://tour.yd.go.kr/kor/sight/sightView.aspx?idx=255,연중무휴,매일 00:00~24:00,Y,없음,Y,해당없음,모두 가능,목줄,N,Y,관광지,없음,2022-11-30
천년근린공원,반려동물업,반려동반여행,여행지,대전광역시,유성구,상대동,,484-5 번지,,,36.34256958,127.337496,34199.0,,대전광역시 유성구 상대동 484-5,,정보없음,연중무휴,매일 00:00~24:00,N,없음,Y,해당없음,모두 가능,목줄,N,Y,공원,없음,2022-11-30
천변누리공원,반려동물업,반려동반여행,여행지,전라북도,정읍시,상동,,735 번지,,,35.55636954,126.868136,56190.0,,전라북도 정읍시 상동 735,,정보없음,연중무휴,매일 00:00~24:00,Y,없음,Y,해당없음,모두 가능,목줄,N,Y,공원,없음,2022-11-30
천섬 리버뷰 커플 스파,반려동물업,반려동반여행,펜션,경기도,가평군,설악면,사룡리,177-4 번지,자잠로282번길,18-16 번,37.69724287,127.491994,12460.0,경기도 가평군 설악면 자잠로282번길 18-16,경기도 가평군 설악면 사룡리 177-4,0507-1350-2408,http://www.thousandisland.co.kr/,연중무휴,매일 15:00~22:00,Y,변동,Y,해당없음,7kg 미만,"목줄, 입마개, 고양이 입실 불가",Y,Y,애견 동반 펜션,"30,000원",2022-11-30
천안시민체육공원,반려동물업,반려동반여행,여행지,충청남도,천안시 서북구,불당동,,242-3 번지,,,36.8126651,127.113975,31163.0,,충청남도 천안시 서북구 불당동 242-3,041-529-5055,https://www.cfmc.or.kr/_citypark/,연중무휴,매일 00:00~24:00,Y,없음,Y,해당없음,모두 가능,"목줄, 배변봉투",N,Y,공원,없음,2022-11-30
천주교마재성지,반려동물업,반려동반여행,여행지,경기도,남양주시,조안면,능내리,116 번지,다산로,698-44 번,37.52158925,127.296065,12283.0,경기도 남양주시 조안면 다산로 698-44,경기도 남양주시 조안면 능내리 116,031-576-5412,http://www.majaesungji.or.kr/,매주 월요일,화~일 09:00~17:00,Y,없음,Y,해당없음,소형/중형,목줄,N,Y,관광지,없음,2022-11-30
천진해수욕장,반려동물업,반려동반여행,여행지,강원도,고성군,토성면,천진리,111-18 번지,,,38.2599855,128.559812,,,강원도 고성군 토성면 천진리 111-18,033-680-3356,http://cheonjin.co.kr/,연중무휴,매일 06:00~24:00,Y,없음,Y,해당없음,모두 가능,"목줄, 배변봉투",N,Y,관광지,없음,2022-11-30
천호지,반려동물업,반려동반여행,여행지,충청남도,천안시 동남구,안서동,,492-7 번지,천호지길,9 번,36.83414974,127.172941,31116.0,충청남도 천안시 동남구 천호지길 9,충청남도 천안시 동남구 안서동 492-7,,정보없음,연중무휴,매일 00:00~24:00,N,없음,Y,해당없음,모두 가능,목줄,N,Y,관광지,없음,2022-11-30
청계계곡 빈센트하우스 애견 펜션,반려동물업,반려동반여행,펜션,경기도,포천시,일동면,기산리,2-18 번지,운악청계로1480번길,99 번,37.94171046,127.346724,11119.0,경기도 포천시 일동면 운악청계로1480번길 99,경기도 포천시 일동면 기산리 2-18,,http://vincenthouse.kr,연중무휴,매일 15:00~11:00,Y,변동,Y,해당없음,모두 가능,제한사항 없음,Y,Y,"애견 동반 펜션, 사전문의 필수","10,000원",2022-11-30
청남대,반려동물업,반려동반여행,여행지,충청북도,청주시 상당구,문의면,신대리,26-1 번지,청남대길,646 번,36.4622489,127.490095,28210.0,충청북도 청주시 상당구 문의면 청남대길 646,충청북도 청주시 상당구 문의면 신대리 산 26-1,043-257-5080,http://chnam.chungbuk.go.kr/,연중무휴,매일 00:00~24:00,Y,없음,Y,해당없음,모두 가능,"목줄, 배변봉투",N,Y,관광지,없음,2022-11-30
청도 지성휴펜션,반려동물업,반려동반여행,펜션,경상북도,청도군,풍각면,수월리,132 번지,봉수길,553-25 번,35.66564081,128.57191,38306.0,경상북도 청도군 풍각면 봉수길 553-25,경상북도 청도군 풍각면 수월리 132,054-372-3009,http://jiseonghue.com/,연중무휴,매일 15:00~12:00,Y,변동,Y,해당없음,소형,객실당 최대 2마리,Y,Y,애견 동반 펜션,없음,2022-11-30
청도읍성,반려동물업,반려동반여행,여행지,경상북도,청도군,화양읍,동상리,48-1 번지,,,35.65005613,128.706685,,,경상북도 청도군 화양읍 동상리 48-1,054-370-6062,http://www.cheongdo.go.kr/open.content/tour/,연중무휴,매일 00:00~24:00,Y,없음,Y,해당없음,모두 가능,"목줄, 배변봉투",N,Y,관광지,없음,2022-11-30
청라호수공원,반려동물업,반려동반여행,여행지,인천광역시,서구,청라동,,106-2 번지,청라대로,204 번,37.53996954,126.632809,22751.0,인천광역시 서구 청라대로 204,인천광역시 서구 청라동 106-2,032-456-2749,https://www.insiseol.or.kr/park/cheongna/,연중무휴,매일 00:00~24:00,Y,없음,Y,해당없음,모두 가능,"목줄, 배변봉투",N,Y,공원,없음,2022-11-30
청산공원,반려동물업,반려동반여행,여행지,충청북도,옥천군,청산면,교평리,251-3 번지,,,36.343107,127.79831,29013.0,,충청북도 옥천군 청산면 교평리 251-3,043-730-4972,정보없음,연중무휴,매일 00:00~24:00,N,없음,Y,해당없음,모두 가능,"목줄, 배변봉투",N,Y,공원,없음,2022-11-30
청산수목원,반려동물업,반려동반여행,여행지,충청남도,태안군,남면,신장리,23 번지,연꽃길,70 번,36.68658559,126.297394,32153.0,충청남도 태안군 남면 연꽃길 70,충청남도 태안군 남면 신장리 23,041-675-0656,http://www.greenpark.co.kr/,연중무휴,매일 09:00~일몰 1시간 전,Y,변동,Y,해당없음,모두 가능,"목줄, 배변봉투",N,Y,관광지,없음,2022-11-30
청암민속박물관,반려동물업,반려동반여행,여행지,경기도,양주시,장흥면,일영리,36-7 번지,권율로,83-5 번,37.72205241,126.94579,11520.0,경기도 양주시 장흥면 권율로 83-5,경기도 양주시 장흥면 일영리 36-7,031-855-5100,https://instagram.com/cheong_am?igshid=MDM4ZDc5MmU=,연중무휴,매일 10:00~18:00,Y,5000원,Y,해당없음,소형,케이지 이용,N,Y,관광지,없음,2022-11-30
청와대,반려동물업,반려동반여행,여행지,서울특별시,종로구,청운효자동,,1 번지,청와대로,1 번,37.58647569,126.974937,3048.0,서울특별시 종로구 청와대로 1,서울특별시 종로구 세종로 1,1522-7760,https://www.opencheongwadae.kr/intro-main/index#none,연중무휴,매일 07:00~19:00,Y,없음,Y,해당없음,소형,"목줄, 케이지",N,Y,관광지,없음,2022-11-30
청주중앙공원,반려동물업,반려동반여행,여행지,충청북도,청주시 상당구,성안동,,92-6 번지,남사로,117 번,36.63297523,127.487779,28529.0,충청북도 청주시 상당구 남사로 117,충청북도 청주시 상당구 남문로2가 92-6,043-200-2815,정보없음,연중무휴,매일 00:00~24:00,Y,없음,Y,해당없음,모두 가능,"목줄, 배변봉투",N,Y,공원,없음,2022-11-30
청초호 호수공원,반려동물업,반려동반여행,여행지,강원도,속초시,조양동,,1544-2 번지,철새길,76 번,38.19192935,128.586529,24872.0,강원도 속초시 철새길 76,강원도 속초시 조양동 1544-2,033-639-2690,http://chungchoho.co.kr/,연중무휴,매일 00:00~24:00,Y,없음,Y,해당없음,소형/중형,목줄,N,Y,공원,없음,2022-11-30
청초호호수공원,반려동물업,반려동반여행,여행지,강원도,속초시,교동,,1025-1 번지,엑스포로,140 번,38.19688592,128.582016,24854.0,강원도 속초시 엑스포로 140,강원도 속초시 교동 1025-1,033-639-2422,https://gangwon.to/gwtour/sightseeing_guide/accommodation?control=AC0021_T&tourCode=TOSIGK00,연중무휴,매일 00:00~24:00,Y,없음,Y,해당없음,모두 가능,목줄,N,Y,공원,없음,2022-11-30
청춘발산마을,반려동물업,반려동반여행,여행지,광주광역시,서구,양동,,440-5 번지,천변좌로,12-16 번,35.15991724,126.891471,61918.0,광주광역시 서구 천변좌로 12-16,광주광역시 서구 양동 440-5,062-464-0020,http://www.bal-san.com,매주 일요일,월~토 13:00~18:00,Y,없음,Y,해당없음,모두 가능,"목줄, 배변봉투",N,Y,관광지,없음,2022-11-30
청평사,반려동물업,반려동반여행,여행지,강원도,춘천시,북산면,청평리,673 번지,오봉산길,810 번,37.98607131,127.808452,24208.0,강원도 춘천시 북산면 오봉산길 810,강원도 춘천시 북산면 청평리 673,033-244-1095,http://cheongpyeongsa.co.kr/,연중무휴,매일 00:00~24:00,Y,없음,Y,해당없음,소형/중형,목줄,N,Y,관광지,없음,2022-11-30
청평호,반려동물업,반려동반여행,여행지,경기도,가평군,,회곡리,,,,37.69820338,127.444773,,,경기도 가평군 설악면 회곡리,031-580-2114,https://m.place.naver.com/place/13491627/home?entry=ple,연중무휴,매일 00:00~24:00,Y,없음,Y,해당없음,모두 가능,"목줄, 배변봉투",N,Y,관광지,없음,2022-11-30
청풍호반케이블카,반려동물업,반려동반여행,여행지,충청북도,제천시,청풍면,물태리,98-2 번지,문화재길,166 번,37.00126444,128.166781,27214.0,충청북도 제천시 청풍면 문화재길 166,충청북도 제천시 청풍면 물태리 98-2,043-643-7301,https://www.cheongpungcablecar.com/,연중무휴,시설에 따라 변동,Y,변동,Y,해당없음,소형/중형,케이지 이용,N,Y,관광지,없음,2022-11-30
초막골생태공원,반려동물업,반려동반여행,여행지,경기도,군포시,산본동,,917-3 번지,,,37.34907427,126.918299,15869.0,,경기도 군포시 산본동 917-3,031-399-6601,https://www.gunpo.go.kr/chomakgol/index.do,연중무휴,매일 00:00~24:00,Y,없음,Y,해당없음,모두 가능,"목줄, 배변봉투",N,Y,공원,없음,2022-11-30
초안산근린공원 반려견 놀이터,반려동물업,반려동반여행,여행지,서울특별시,도봉구,창동,,137-6 번지,,,37.64529446,127.043146,1453.0,,서울특별시 도봉구 창동 산 137-6,02-906-7979,정보없음,연중무휴,매일 10:00~19:00,Y,없음,Y,해당없음,소형,"맹견류, 전염성 있는 경우 입장 제한, 목줄, 배변봉투, 동물등록 필수",N,Y,공원,없음,2022-11-30
초안산생태공원,반려동물업,반려동반여행,여행지,서울특별시,도봉구,창동,,158 번지,,,37.64717178,127.045951,1453.0,,서울특별시 도봉구 창동 산 158,02-2091-3765,https://tour.dobong.go.kr/Contents.asp?code=10003485,연중무휴,매일 00:00~24:00,N,없음,Y,해당없음,모두 가능,"목줄, 배변봉투",N,Y,공원,없음,2022-11-30
추암촛대바위,반려동물업,반려동반여행,여행지,강원도,동해시,추암동,,69 번지,,,37.47927292,129.159759,,,강원도 동해시 추암동 산 69,033-530-2801,정보없음,연중무휴,"매일 3~10월 09:00~18:00, 11월~2월 09:00~17:00",Y,없음,Y,해당없음,모두 가능,"목줄, 배변봉투",N,Y,관광지,없음,2022-11-30
추전역 간이역,반려동물업,반려동반여행,여행지,강원도,태백시,화전동,,12-4 번지,싸리밭길,47-63 번,37.20005193,128.949445,26003.0,강원도 태백시 싸리밭길 47-63,강원도 태백시 화전동 산 12-4,1544-7788,정보없음,연중무휴,매일 00:00~24:00,Y,없음,Y,해당없음,모두 가능,"목줄, 배변봉투",N,Y,관광지,없음,2022-11-30
춘자네쇠소깍,반려동물업,반려동반여행,여행지,제주특별자치도,서귀포시,하효동,,995 번지,쇠소깍로,128 번,33.25214808,126.623007,63600.0,제주특별자치도 서귀포시 쇠소깍로 128,제주특별자치도 서귀포시 하효동 995,064-732-1402,https://jejusss.modoo.at,연중무휴,매일 07:00~18:00,Y,변동,Y,해당없음,모두 가능,제한사항 없음,N,Y,관광지,없음,2022-11-30
춘장대해수욕장,반려동물업,반려동반여행,여행지,충청남도,서천군,서면,도둔리,400 번지,,,36.15846165,126.527568,,,충청남도 서천군 서면 도둔리 400,041-952-2695,http://www.chunjangdaebeach.com/,연중무휴,매일 00:00~24:00,Y,없음,Y,해당없음,모두 가능,목줄,N,Y,관광지,없음,2022-11-30
춘천송암스포츠타운,반려동물업,반려동반여행,여행지,강원도,춘천시,송암동,,297 번지,,,37.85525199,127.689958,24239.0,,강원도 춘천시 송암동 297,033-264-0660,https://www.cuc.or.kr/,연중무휴,"월~금 11:00~17:00, 토~일 10:00~18:00",Y,변동,Y,해당없음,모두 가능,"목줄, 배변봉투",N,Y,관광지,없음,2022-11-30
춘향테마파크,반려동물업,반려동반여행,여행지,전라북도,남원시,어현동,,37-158 번지,양림길,14-9 번,35.40146435,127.386902,55795.0,전라북도 남원시 양림길 14-9,전라북도 남원시 어현동 37-158,063-620-5799,http://www.namwontheme.or.kr/,연중무휴,매일 09:00~22:00,Y,3000원,Y,해당없음,소형,"목줄, 배변봉투",N,Y,관광지,없음,2022-11-30
출렁다리,반려동물업,반려동반여행,여행지,경상남도,통영시,욕지면,동항리,395-5 번지,욕지일주로,1610 번,34.62513433,128.273331,53100.0,경상남도 통영시 욕지면 욕지일주로 1610,경상남도 통영시 욕지면 동항리 395-5,055-650-1423,정보없음,연중무휴,매일 00:00~24:00,Y,없음,Y,해당없음,모두 가능,목줄,N,Y,관광지,없음,2022-11-30
충주종합운동장,반려동물업,반려동반여행,여행지,충청북도,충주시,호암동,,967 번지,대림로,85 번,36.95801981,127.915902,27477.0,충청북도 충주시 대림로 85,충청북도 충주시 호암동 967,043-850-0410,정보없음,연중무휴,매일 00:00~24:00,Y,없음,Y,해당없음,모두 가능,"목줄, 배변봉투, 동물등록 필수",N,Y,"관광지, 12세 미만 보호자 동반 필수",없음,2022-11-30
충효예공원,반려동물업,반려동반여행,여행지,충청남도,금산군,금산읍,상리,5-5 번지,,,36.11040362,127.490301,32732.0,,충청남도 금산군 금산읍 상리 5-5,041-750-2400,정보없음,연중무휴,매일 00:00~24:00,Y,없음,Y,해당없음,모두 가능,"목줄, 배변봉투",N,Y,공원,없음,2022-11-30
측도펜션,반려동물업,반려동반여행,펜션,인천광역시,옹진군,영흥면,선재리,659 번지,선재로95번길,273 번,37.233272,126.517671,23123.0,인천광역시 옹진군 영흥면 선재로95번길 273,인천광역시 옹진군 영흥면 선재리 659,0507-1381-9969,http://www.seonjaedo.co.kr/cheukdo/index.html,연중무휴,일자에 따라 변동,Y,변동,Y,해당없음,10kg 이하,제한사항 없음,Y,Y,애견 동반 펜션,"20,000원",2022-11-30
친구펜션,반려동물업,반려동반여행,펜션,경상남도,통영시,산양읍,미남리,134-7 번지,척포길,139 번,34.76750442,128.42205,53087.0,경상남도 통영시 산양읍 척포길 139,경상남도 통영시 산양읍 미남리 134-7,0507-1309-6412,http://www.friendpension.com/,연중무휴,매일 15:00~11:00,Y,변동,N,해당없음,해당없음,해당없음,Y,Y,펜션,없음,2022-11-30
칠갑전망대,반려동물업,반려동반여행,여행지,충청남도,청양군,대치면,광대리,316-10 번지,칠갑산로,704-10 번,36.43896429,126.848327,33344.0,충청남도 청양군 대치면 칠갑산로 704-10,충청남도 청양군 대치면 광대리 316-10,041-943-5314,정보없음,연중무휴,매일 09:00~19:00,Y,없음,Y,해당없음,모두 가능,목줄,N,Y,관광지,없음,2022-11-30
칠천도 애견민박,반려동물업,반려동반여행,펜션,경상남도,거제시,하청면,연구리,307-17 번지,연구2길,3-8 번,34.98115871,128.628571,53203.0,경상남도 거제시 하청면 연구2길 3-8,경상남도 거제시 하청면 연구리 307-17,,http://instagram.com/gomsseon,연중무휴,매일 15:00~11:00,Y,변동,Y,해당없음,모두 가능,제한사항 없음,Y,Y,"애견 동반 펜션, 사전문의 필수","15,000원",2022-11-30
칠포그린로즈 캠핑펜션야영장,반려동물업,반려동반여행,펜션,경상북도,포항시 북구,흥해읍,금장리,30-1 번지,암각화길,31 번,36.13546095,129.38499,37530.0,경상북도 포항시 북구 흥해읍 암각화길 31,경상북도 포항시 북구 흥해읍 금장리 30-1,054-262-8285,http://greenroses.imweb.me/,연중무휴,매일 15:00~11:00,Y,변동,Y,해당없음,모두 가능,숲사이트 실외만 출입 가능,Y,Y,애견 동반 펜션,없음,2022-11-30
카르페디엠,반려동물업,반려동반여행,펜션,전라남도,여수시,돌산읍,금성리,758 번지,돌산로,673 번,34.59427191,127.759603,59777.0,전라남도 여수시 돌산읍 돌산로 673,전라남도 여수시 돌산읍 금성리 758,0507-1346-7466,http://www.carpediemyeosu.com,연중무휴,매일 15:00~11:00,Y,변동,Y,해당없음,10kg 미만,제한사항 없음,Y,Y,애견 동반 펜션,"10,000원",2022-11-30
캐나디언카누클럽캠핑장,반려동물업,반려동반여행,여행지,강원도,홍천군,서면,마곡리,23-1 번지,마곡길,113-28 번,37.72221021,127.586779,25100.0,강원도 홍천군 서면 마곡길 113-28,강원도 홍천군 서면 마곡리 23-1,070-4336-1824,http://ohcanoe.com/,12~2월,매일 12:00~12:00,Y,변동,Y,해당없음,모두 가능,목줄,N,Y,관광지,없음,2022-11-30
캐스팅 애견동반펜션,반려동물업,반려동반여행,펜션,경상북도,경주시,감포읍,나정리,71-5 번지,동해안로,1957-2 번,35.78207966,129.490049,38123.0,경상북도 경주시 감포읍 동해안로 1957-2,경상북도 경주시 감포읍 나정리 71-5,050-5765-0449,http://www.g-casting.net/,연중무휴,매일 14:00~11:00,Y,변동,Y,해당없음,소형,제한사항 없음,Y,Y,"애견 동반 펜션, 사전문의 필수","10,000원",2022-11-30
코나,반려동물업,반려동반여행,펜션,충청남도,보령시,신흑동,,2253-4 번지,해수욕장9길,2-43 번,36.31752567,126.51284,33489.0,충청남도 보령시 해수욕장9길 2-43,충청남도 보령시 신흑동 2253-4,041-933-3999,http://www.konapension.com/,연중무휴,매일 15:00~11:00,Y,변동,Y,반려동물 전용,7kg 미만,대형견 입장 불가,Y,Y,애견 동반 펜션,없음,2022-11-30
코리아플라워파크,반려동물업,반려동반여행,여행지,충청남도,태안군,안면읍,승언리,244-12 번지,꽃지해안로,400 번,36.50112332,126.336785,32166.0,충청남도 태안군 안면읍 꽃지해안로 400,충청남도 태안군 안면읍 승언리 244-12,041-675-5533,http://www.koreaflowerpark.com,연중무휴,매일 09:00~17:00,Y,12000원,Y,해당없음,소형/중형,"목줄, 배변봉투",N,Y,관광지,없음,2022-11-30
코지펜션,반려동물업,반려동반여행,펜션,충청남도,서산시,팔봉면,호리,667-6 번지,팔봉1로,698 번,36.82968528,126.331912,31921.0,충청남도 서산시 팔봉면 팔봉1로 698,충청남도 서산시 팔봉면 호리 667-6,041-667-2700,정보없음,연중무휴,매일 15:00~11:00,Y,변동,Y,해당없음,모두 가능,제한사항 없음,Y,Y,애견 동반 펜션,"15,000원",2022-11-30
콩알펜션,반려동물업,반려동반여행,펜션,경기도,포천시,소흘읍,고모리,275-10 번지,죽엽산로,391-3 번,37.79881719,127.167783,11185.0,경기도 포천시 소흘읍 죽엽산로 391-3,경기도 포천시 소흘읍 고모리 275-10,,http://www.kongr.net/,연중무휴,매일 15:00~11:00,Y,변동,Y,해당없음,9kg 이하,"입질, 공격성 있는 경우 입장 제한",Y,Y,"애견 동반 펜션, 애견수영장, 사전문의 필수",없음,2022-11-30
쿠키마당펜션,반려동물업,반려동반여행,펜션,강원도,평창군,방림면,계촌리,2232 번지,감동지길,100 번,37.47814652,128.273261,25364.0,강원도 평창군 방림면 감동지길 100,강원도 평창군 방림면 계촌리 2232,,http://www.dogpension.co.kr/,연중무휴,매일 14:00~11:00,Y,변동,Y,해당없음,모두 가능,제한사항 없음,Y,Y,애견 동반 펜션,없음,2022-11-30
